Pai?,cod uf,ano,Mês,Chegadas
United States,4,2016,june,1576
Mexico,4,2016,june,69
Argentina,4,2016,june,25
Chile,4,2016,june,4
Colombia,4,2016,june,42
Ecuador,4,2016,june,8
Paraguay,4,2016,june,4
Peru,4,2016,june,40
Uruguay,4,2016,june,2
Venezuela,4,2016,june,393
China,4,2016,june,25
Philippines,4,2016,june,8
India,4,2016,june,15
Israel,4,2016,june,8
Japan,4,2016,june,86
Malaysia,4,2016,june,2
Pakistan,4,2016,june,4
South Korea,4,2016,june,38
Taiwan,4,2016,june,21
Germany,4,2016,june,17
Belgium,4,2016,june,6
Denmark,4,2016,june,6
Spain,4,2016,june,23
France,4,2016,june,19
Netherlands,4,2016,june,15
Ireland,4,2016,june,4
Italy,4,2016,june,8
Portugal,4,2016,june,11
United Kingdom,4,2016,june,29
Russia,4,2016,june,11
Serbia,4,2016,june,2
Sweden,4,2016,june,4
Switzerland,4,2016,june,11
Turkey,4,2016,june,8
Ukraine,4,2016,june,2
Australia,4,2016,june,6
New Zealand,4,2016,june,2
South Africa,4,2016,july,11
Nigeria,4,2016,july,2
Costa Rica,4,2016,july,23
Cuba,4,2016,july,25
El Salvador,4,2016,july,2
Guatemala,4,2016,july,11
Haiti,4,2016,july,2
Honduras,4,2016,july,8
Panama,4,2016,july,13
Dominican Republic,4,2016,july,8
Trinidad and Tobago,4,2016,july,4
Canada,4,2016,july,80
United States,4,2016,july,1456
Mexico,4,2016,july,93
Argentina,4,2016,july,6
Bolivia,4,2016,july,6
Colombia,4,2016,july,185
Ecuador,4,2016,july,40
Guyana,4,2016,july,2
Peru,4,2016,july,44
Uruguay,4,2016,july,4
Venezuela,4,2016,july,455
China,4,2016,july,67
India,4,2016,july,13
Iran,4,2016,july,2
Israel,4,2016,july,17
Japan,4,2016,july,48
Lebanon,4,2016,july,2
South Korea,4,2016,july,36
Syria,4,2016,july,2
Thailand,4,2016,july,2
Taiwan,4,2016,july,17
Germany,4,2016,july,40
Austria,4,2016,july,13
Denmark,4,2016,july,11
Spain,4,2016,july,21
Finland,4,2016,july,4
France,4,2016,july,40
Greece,4,2016,july,2
Netherlands,4,2016,july,107
Ireland,4,2016,july,8
Italy,4,2016,july,8
Luxembourg,4,2016,july,4
Norway,4,2016,july,4
Poland,4,2016,july,6
Portugal,4,2016,july,19
United Kingdom,4,2016,july,82
Russia,4,2016,july,13
Sweden,4,2016,july,4
Switzerland,4,2016,july,8
Ukraine,4,2016,july,4
Australia,4,2016,july,25
New Zealand,4,2016,july,6
South Africa,4,2016,august,4
Nigeria,4,2016,august,36
Costa Rica,4,2016,august,13
Cuba,4,2016,august,15
El Salvador,4,2016,august,6
Guatemala,4,2016,august,2
Haiti,4,2016,august,11
Honduras,4,2016,august,23
Nicaragua,4,2016,august,2
Panama,4,2016,august,8
Dominican Republic,4,2016,august,11
Trinidad and Tobago,4,2016,august,6
Canada,4,2016,august,80
United States,4,2016,august,1185
Mexico,4,2016,august,175
Argentina,4,2016,august,27
Bolivia,4,2016,august,6
Colombia,4,2016,august,126
Ecuador,4,2016,august,25
Guyana,4,2016,august,6
Paraguay,4,2016,august,13
Peru,4,2016,august,38
Uruguay,4,2016,august,2
Venezuela,4,2016,august,585
China,4,2016,august,17
Hong Kong,4,2016,august,2
India,4,2016,august,15
Japan,4,2016,august,84
Lebanon,4,2016,august,4
South Korea,4,2016,august,34
Thailand,4,2016,august,2
Taiwan,4,2016,august,4
Germany,4,2016,august,114
Austria,4,2016,august,2
Spain,4,2016,august,44
France,4,2016,august,46
Netherlands,4,2016,august,84
Ireland,4,2016,august,6
Italy,4,2016,august,17
Norway,4,2016,august,13
Poland,4,2016,august,8
Portugal,4,2016,august,15
United Kingdom,4,2016,august,65
Czech Republic,4,2016,august,2
Romania,4,2016,august,2
Russia,4,2016,august,2
Sweden,4,2016,august,13
Switzerland,4,2016,august,11
Turkey,4,2016,august,2
Australia,4,2016,august,34
New Zealand,4,2016,august,4
South Africa,4,2016,september,4
Angola,4,2016,september,2
Egypt,4,2016,september,2
Morocco,4,2016,september,2
Costa Rica,4,2016,september,42
Cuba,4,2016,september,17
Guatemala,4,2016,september,4
Haiti,4,2016,september,8
Panama,4,2016,september,23
Dominican Republic,4,2016,september,21
Trinidad and Tobago,4,2016,september,2
Canada,4,2016,september,42
United States,4,2016,september,970
Mexico,4,2016,september,80
Argentina,4,2016,september,25
Bolivia,4,2016,september,8
Chile,4,2016,september,2
Colombia,4,2016,september,341
Ecuador,4,2016,september,21
Guyana,4,2016,september,4
Paraguay,4,2016,september,2
Peru,4,2016,september,63
Suriname,4,2016,september,6
Uruguay,4,2016,september,8
Venezuela,4,2016,september,488
China,4,2016,september,42
Hong Kong,4,2016,september,2
India,4,2016,september,4
Israel,4,2016,september,2
Japan,4,2016,september,61
South Korea,4,2016,september,13
Taiwan,4,2016,september,32
Germany,4,2016,september,23
Austria,4,2016,september,6
Belgium,4,2016,september,4
Croatia,4,2016,september,2
Spain,4,2016,september,38
Finland,4,2016,september,2
France,4,2016,september,29
Netherlands,4,2016,september,59
Hungary,4,2016,september,2
Ireland,4,2016,september,11
Italy,4,2016,september,17
Portugal,4,2016,september,36
United Kingdom,4,2016,september,17
Russia,4,2016,september,2
Sweden,4,2016,september,6
Switzerland,4,2016,september,11
Ukraine,4,2016,september,2
Australia,4,2016,september,19
New Zealand,4,2016,september,4
South Africa,4,2016,october,2
Costa Rica,4,2016,october,15
Cuba,4,2016,october,11
El Salvador,4,2016,october,6
Guatemala,4,2016,october,6
Haiti,4,2016,october,4
Honduras,4,2016,october,23
Nicaragua,4,2016,october,2
Panama,4,2016,october,23
Dominican Republic,4,2016,october,2
Trinidad and Tobago,4,2016,october,4
Canada,4,2016,october,48
United States,4,2016,october,1254
Mexico,4,2016,october,90
Argentina,4,2016,october,53
Bolivia,4,2016,october,13
Chile,4,2016,october,6
Colombia,4,2016,october,67
Ecuador,4,2016,october,15
Guyana,4,2016,october,2
Peru,4,2016,october,44
Suriname,4,2016,october,2
Uruguay,4,2016,october,8
Venezuela,4,2016,october,667
China,4,2016,october,23
Cingapura,4,2016,october,2
Philippines,4,2016,october,2
India,4,2016,october,4
Israel,4,2016,october,15
Japan,4,2016,october,103
South Korea,4,2016,october,8
Syria,4,2016,october,2
Taiwan,4,2016,october,4
Germany,4,2016,october,48
Austria,4,2016,october,4
Belgium,4,2016,october,4
Denmark,4,2016,october,4
Spain,4,2016,october,21
Finland,4,2016,october,15
France,4,2016,october,48
Netherlands,4,2016,october,36
Ireland,4,2016,october,6
Italy,4,2016,october,4
Poland,4,2016,october,13
Portugal,4,2016,october,11
United Kingdom,4,2016,october,69
Romania,4,2016,october,2
Russia,4,2016,october,2
Sweden,4,2016,october,6
Switzerland,4,2016,october,13
Turkey,4,2016,october,4
Australia,4,2016,october,4
New Zealand,4,2016,october,6
South Africa,4,2016,november,6
Costa Rica,4,2016,november,6
Cuba,4,2016,november,17
El Salvador,4,2016,november,2
Guatemala,4,2016,november,32
Haiti,4,2016,november,4
Honduras,4,2016,november,8
Panama,4,2016,november,8
Dominican Republic,4,2016,november,21
Trinidad and Tobago,4,2016,november,2
Canada,4,2016,november,88
United States,4,2016,november,928
Mexico,4,2016,november,76
Argentina,4,2016,november,21
Chile,4,2016,november,4
Colombia,4,2016,november,65
Ecuador,4,2016,november,11
Paraguay,4,2016,november,2
Peru,4,2016,november,23
Uruguay,4,2016,november,4
Venezuela,4,2016,november,553
Bangladesh,4,2016,november,2
China,4,2016,november,21
Hong Kong,4,2016,november,2
Philippines,4,2016,november,4
India,4,2016,november,11
Israel,4,2016,november,2
Japan,4,2016,november,74
Lebanon,4,2016,november,4
South Korea,4,2016,november,21
Taiwan,4,2016,november,13
Germany,4,2016,november,29
Austria,4,2016,november,8
Belgium,4,2016,november,2
Denmark,4,2016,november,4
Spain,4,2016,november,17
Estonia,4,2016,november,4
Finland,4,2016,november,11
France,4,2016,november,15
Greece,4,2016,november,6
Netherlands,4,2016,november,42
Ireland,4,2016,november,2
Italy,4,2016,november,34
Poland,4,2016,november,2
Portugal,4,2016,november,11
United Kingdom,4,2016,november,25
Russia,4,2016,november,11
Switzerland,4,2016,november,17
Ukraine,4,2016,november,2
Australia,4,2016,november,2
South Africa,4,2016,december,2
Costa Rica,4,2016,december,93
Cuba,4,2016,december,53
El Salvador,4,2016,december,2
Guatemala,4,2016,december,13
Haiti,4,2016,december,4
Honduras,4,2016,december,11
Nicaragua,4,2016,december,2
Panama,4,2016,december,61
Dominican Republic,4,2016,december,13
Trinidad and Tobago,4,2016,december,6
Canada,4,2016,december,48
United States,4,2016,december,936
Mexico,4,2016,december,55
Argentina,4,2016,december,11
Bolivia,4,2016,december,4
Chile,4,2016,december,4
Colombia,4,2016,december,57
Ecuador,4,2016,december,8
Paraguay,4,2016,december,8
Peru,4,2016,december,36
Uruguay,4,2016,december,2
Venezuela,4,2016,december,286
China,4,2016,december,57
Hong Kong,4,2016,december,2
India,4,2016,december,15
Japan,4,2016,december,97
Malaysia,4,2016,december,6
Pakistan,4,2016,december,2
South Korea,4,2016,december,15
Syria,4,2016,december,2
Taiwan,4,2016,december,6
Germany,4,2016,december,34
Austria,4,2016,december,4
Denmark,4,2016,december,2
Spain,4,2016,december,6
Finland,4,2016,december,2
France,4,2016,december,55
Netherlands,4,2016,december,19
Hungary,4,2016,december,2
Ireland,4,2016,december,6
Italy,4,2016,december,17
Lithuania,4,2016,december,2
Norway,4,2016,december,6
Poland,4,2016,december,2
Portugal,4,2016,december,11
United Kingdom,4,2016,december,38
Russia,4,2016,december,6
Sweden,4,2016,december,21
Switzerland,4,2016,december,2
Australia,4,2016,december,6
New Zealand,4,2016,december,2
Guatemala,4,2016,january,1
Canada,4,2016,january,7
United States,4,2016,january,11
Mexico,4,2016,january,1
Argentina,4,2016,january,32
Chile,4,2016,january,12
Colombia,4,2016,january,281
Ecuador,4,2016,january,2
Peru,4,2016,january,222
Uruguay,4,2016,january,1
Venezuela,4,2016,january,2
China,4,2016,january,3
Philippines,4,2016,january,1
India,4,2016,january,1
Israel,4,2016,january,7
Japan,4,2016,january,2
Germany,4,2016,january,35
Austria,4,2016,january,1
Belgium,4,2016,january,1
Bulgaria,4,2016,january,4
Denmark,4,2016,january,6
Spain,4,2016,january,10
Finland,4,2016,january,1
France,4,2016,january,38
Greece,4,2016,january,1
Netherlands,4,2016,january,10
Hungary,4,2016,january,4
Ireland,4,2016,january,4
Italy,4,2016,january,8
Lithuania,4,2016,january,1
Norway,4,2016,january,1
Poland,4,2016,january,1
Portugal,4,2016,january,3
United Kingdom,4,2016,january,21
Czech Republic,4,2016,january,1
Russia,4,2016,january,13
Serbia,4,2016,january,2
Sweden,4,2016,january,4
Switzerland,4,2016,january,10
Turkey,4,2016,january,2
Ukraine,4,2016,january,2
Australia,4,2016,january,9
New Zealand,4,2016,january,5
South Africa,4,2016,february,1
Costa Rica,4,2016,february,4
Dominican Republic,4,2016,february,2
Canada,4,2016,february,2
United States,4,2016,february,14
Mexico,4,2016,february,3
Argentina,4,2016,february,12
Bolivia,4,2016,february,2
Chile,4,2016,february,27
Colombia,4,2016,february,341
Ecuador,4,2016,february,2
Peru,4,2016,february,149
Uruguay,4,2016,february,10
Venezuela,4,2016,february,1
China,4,2016,february,2
Israel,4,2016,february,1
Japan,4,2016,february,2
Germany,4,2016,february,42
Austria,4,2016,february,2
Belgium,4,2016,february,3
Denmark,4,2016,february,2
Slovenia,4,2016,february,1
Spain,4,2016,february,16
France,4,2016,february,26
Greece,4,2016,february,2
Netherlands,4,2016,february,8
Hungary,4,2016,february,1
Italy,4,2016,february,9
Norway,4,2016,february,2
Poland,4,2016,february,18
Portugal,4,2016,february,5
United Kingdom,4,2016,february,15
Czech Republic,4,2016,february,1
Russia,4,2016,february,5
Sweden,4,2016,february,3
Switzerland,4,2016,february,12
Turkey,4,2016,february,2
Australia,4,2016,february,4
El Salvador,4,2016,march,1
Panama,4,2016,march,2
Dominican Republic,4,2016,march,1
Canada,4,2016,march,2
United States,4,2016,march,10
Mexico,4,2016,march,4
Argentina,4,2016,march,15
Chile,4,2016,march,13
Colombia,4,2016,march,264
Ecuador,4,2016,march,13
Peru,4,2016,march,98
Uruguay,4,2016,march,1
Venezuela,4,2016,march,5
China,4,2016,march,2
India,4,2016,march,1
Japan,4,2016,march,4
South Korea,4,2016,march,1
Germany,4,2016,march,23
Austria,4,2016,march,5
Belgium,4,2016,march,11
Denmark,4,2016,march,1
Spain,4,2016,march,11
Finland,4,2016,march,1
France,4,2016,march,30
Netherlands,4,2016,march,9
Hungary,4,2016,march,1
Ireland,4,2016,march,1
Italy,4,2016,march,9
Poland,4,2016,march,4
Portugal,4,2016,march,6
United Kingdom,4,2016,march,14
Russia,4,2016,march,6
Sweden,4,2016,march,3
Switzerland,4,2016,march,10
Turkey,4,2016,march,3
New Zealand,4,2016,march,1
South Africa,4,2016,april,1
Cuba,4,2016,april,1
Guatemala,4,2016,april,2
Honduras,4,2016,april,1
Canada,4,2016,april,4
United States,4,2016,april,21
Mexico,4,2016,april,7
Argentina,4,2016,april,23
Chile,4,2016,april,11
Colombia,4,2016,april,267
Ecuador,4,2016,april,3
Peru,4,2016,april,94
Venezuela,4,2016,april,4
China,4,2016,april,6
Cingapura,4,2016,april,1
Philippines,4,2016,april,1
India,4,2016,april,2
Israel,4,2016,april,2
Germany,4,2016,april,238
Austria,4,2016,april,12
Belgium,4,2016,april,4
Denmark,4,2016,april,4
Spain,4,2016,april,12
Estonia,4,2016,april,1
Finland,4,2016,april,3
France,4,2016,april,22
Netherlands,4,2016,april,7
Ireland,4,2016,april,7
Italy,4,2016,april,6
Lithuania,4,2016,april,1
Norway,4,2016,april,1
Poland,4,2016,april,2
Portugal,4,2016,april,5
United Kingdom,4,2016,april,12
Czech Republic,4,2016,april,1
Russia,4,2016,april,6
Sweden,4,2016,april,1
Switzerland,4,2016,april,49
Australia,4,2016,april,7
New Zealand,4,2016,april,1
South Africa,4,2016,may,2
Canada,4,2016,may,4
United States,4,2016,may,33
Mexico,4,2016,may,2
Argentina,4,2016,may,20
Chile,4,2016,may,11
Colombia,4,2016,may,324
Ecuador,4,2016,may,3
Peru,4,2016,may,96
Uruguay,4,2016,may,2
Venezuela,4,2016,may,7
China,4,2016,may,1
Hong Kong,4,2016,may,1
Philippines,4,2016,may,1
Israel,4,2016,may,3
Malaysia,4,2016,may,1
Taiwan,4,2016,may,1
Germany,4,2016,may,34
Belgium,4,2016,may,5
Denmark,4,2016,may,1
Spain,4,2016,may,5
Estonia,4,2016,may,1
Finland,4,2016,may,1
France,4,2016,may,23
Netherlands,4,2016,may,6
Hungary,4,2016,may,2
Ireland,4,2016,may,3
Italy,4,2016,may,8
Poland,4,2016,may,5
Portugal,4,2016,may,1
United Kingdom,4,2016,may,13
Romania,4,2016,may,1
Russia,4,2016,may,3
Sweden,4,2016,may,10
Switzerland,4,2016,may,6
Turkey,4,2016,may,1
Ukraine,4,2016,may,1
Australia,4,2016,may,1
New Zealand,4,2016,may,1
Egypt,4,2016,june,1
Canada,4,2016,june,4
United States,4,2016,june,42
Mexico,4,2016,june,6
Argentina,4,2016,june,25
Chile,4,2016,june,7
Colombia,4,2016,june,442
Peru,4,2016,june,106
Venezuela,4,2016,june,2
China,4,2016,june,4
India,4,2016,june,1
Israel,4,2016,june,4
Japan,4,2016,june,5
Malaysia,4,2016,june,2
South Korea,4,2016,june,1
Germany,4,2016,june,16
Austria,4,2016,june,4
Belgium,4,2016,june,1
Denmark,4,2016,june,1
Slovenia,4,2016,june,2
Spain,4,2016,june,5
Estonia,4,2016,june,1
France,4,2016,june,22
Netherlands,4,2016,june,6
Ireland,4,2016,june,3
Italy,4,2016,june,4
Latvia,4,2016,june,1
Norway,4,2016,june,1
Poland,4,2016,june,1
Portugal,4,2016,june,3
United Kingdom,4,2016,june,20
Russia,4,2016,june,1
Sweden,4,2016,june,5
Switzerland,4,2016,june,16
Turkey,4,2016,june,1
Australia,4,2016,june,8
New Zealand,4,2016,june,7
Costa Rica,4,2016,july,1
Panama,4,2016,july,1
Canada,4,2016,july,5
United States,4,2016,july,54
Mexico,4,2016,july,6
Argentina,4,2016,july,26
Chile,4,2016,july,6
Colombia,4,2016,july,323
Ecuador,4,2016,july,3
Peru,4,2016,july,96
Venezuela,4,2016,july,1
Bangladesh,4,2016,july,1
China,4,2016,july,1
Cingapura,4,2016,july,1
Indonesia,4,2016,july,1
Israel,4,2016,july,4
Japan,4,2016,july,5
South Korea,4,2016,july,1
Thailand,4,2016,july,1
Taiwan,4,2016,july,1
Germany,4,2016,july,31
Belgium,4,2016,july,4
Denmark,4,2016,july,4
Spain,4,2016,july,6
France,4,2016,july,37
Greece,4,2016,july,1
Netherlands,4,2016,july,27
Ireland,4,2016,july,5
Italy,4,2016,july,3
Norway,4,2016,july,2
Poland,4,2016,july,1
Portugal,4,2016,july,3
United Kingdom,4,2016,july,36
Czech Republic,4,2016,july,2
Romania,4,2016,july,1
Russia,4,2016,july,1
Serbia,4,2016,july,2
Sweden,4,2016,july,2
Switzerland,4,2016,july,10
Turkey,4,2016,july,1
Ukraine,4,2016,july,1
Australia,4,2016,july,14
New Zealand,4,2016,july,3
El Salvador,4,2016,august,1
Canada,4,2016,august,10
United States,4,2016,august,9
Mexico,4,2016,august,9
Argentina,4,2016,august,26
Chile,4,2016,august,6
Colombia,4,2016,august,424
Ecuador,4,2016,august,5
Peru,4,2016,august,115
Uruguay,4,2016,august,5
Venezuela,4,2016,august,3
China,4,2016,august,3
Israel,4,2016,august,3
Japan,4,2016,august,6
Thailand,4,2016,august,2
Germany,4,2016,august,24
Austria,4,2016,august,1
Belgium,4,2016,august,1
Denmark,4,2016,august,4
Spain,4,2016,august,24
France,4,2016,august,32
Netherlands,4,2016,august,18
Ireland,4,2016,august,4
Italy,4,2016,august,22
Latvia,4,2016,august,2
Portugal,4,2016,august,5
United Kingdom,4,2016,august,24
Czech Republic,4,2016,august,1
Sweden,4,2016,august,1
Switzerland,4,2016,august,11
Australia,4,2016,august,12
South Africa,4,2016,september,1
Costa Rica,4,2016,september,5
Cuba,4,2016,september,1
Guatemala,4,2016,september,1
Canada,4,2016,september,2
United States,4,2016,september,13
Mexico,4,2016,september,4
Argentina,4,2016,september,29
Bolivia,4,2016,september,2
Chile,4,2016,september,5
Colombia,4,2016,september,516
Ecuador,4,2016,september,4
Peru,4,2016,september,116
Uruguay,4,2016,september,4
Venezuela,4,2016,september,5
China,4,2016,september,4
Cingapura,4,2016,september,1
India,4,2016,september,1
Israel,4,2016,september,1
Japan,4,2016,september,4
Malaysia,4,2016,september,2
South Korea,4,2016,september,1
Germany,4,2016,september,22
Belgium,4,2016,september,2
Slovakia,4,2016,september,1
Spain,4,2016,september,17
France,4,2016,september,26
Greece,4,2016,september,4
Netherlands,4,2016,september,9
Italy,4,2016,september,4
Norway,4,2016,september,2
Portugal,4,2016,september,2
United Kingdom,4,2016,september,14
Russia,4,2016,september,2
Sweden,4,2016,september,2
Switzerland,4,2016,september,5
Australia,4,2016,september,5
New Zealand,4,2016,september,1
South Africa,4,2016,october,1
El Salvador,4,2016,october,2
Canada,4,2016,october,2
United States,4,2016,october,12
Mexico,4,2016,october,4
Argentina,4,2016,october,26
Bolivia,4,2016,october,1
Chile,4,2016,october,10
Colombia,4,2016,october,337
Ecuador,4,2016,october,5
Paraguay,4,2016,october,1
Peru,4,2016,october,127
Uruguay,4,2016,october,7
Venezuela,4,2016,october,4
China,4,2016,october,3
Israel,4,2016,october,4
Japan,4,2016,october,1
South Korea,4,2016,october,2
Germany,4,2016,october,14
Belgium,4,2016,october,2
Slovakia,4,2016,october,1
Spain,4,2016,october,8
France,4,2016,october,22
Netherlands,4,2016,october,10
Ireland,4,2016,october,2
Italy,4,2016,october,5
Poland,4,2016,october,23
United Kingdom,4,2016,october,11
Sweden,4,2016,october,3
Switzerland,4,2016,october,13
Australia,4,2016,october,5
New Zealand,4,2016,october,7
South Africa,4,2016,november,2
United States,4,2016,november,10
Mexico,4,2016,november,3
Argentina,4,2016,november,20
Bolivia,4,2016,november,1
Colombia,4,2016,november,374
Ecuador,4,2016,november,4
Peru,4,2016,november,106
Uruguay,4,2016,november,2
Venezuela,4,2016,november,3
China,4,2016,november,1
India,4,2016,november,1
Israel,4,2016,november,3
Japan,4,2016,november,1
Germany,4,2016,november,35
Austria,4,2016,november,1
Belgium,4,2016,november,7
Denmark,4,2016,november,1
Spain,4,2016,november,15
Estonia,4,2016,november,1
France,4,2016,november,24
Netherlands,4,2016,november,10
Hungary,4,2016,november,2
Ireland,4,2016,november,3
Italy,4,2016,november,6
Poland,4,2016,november,19
Portugal,4,2016,november,1
United Kingdom,4,2016,november,20
Czech Republic,4,2016,november,1
Sweden,4,2016,november,5
Switzerland,4,2016,november,17
Turkey,4,2016,november,1
Australia,4,2016,november,3
New Zealand,4,2016,november,1
South Africa,4,2016,december,4
Egypt,4,2016,december,1
United States,4,2016,december,4
Mexico,4,2016,december,16
Argentina,4,2016,december,17
Chile,4,2016,december,10
Colombia,4,2016,december,359
Ecuador,4,2016,december,2
Guyana,4,2016,december,1
Peru,4,2016,december,134
